Net_Metrekare,Brüt_Metrekare,Oda_Sayısı,Bulunduğu_Kat,Eşya_Durumu,Binanın_Yaşı,Isıtma_Tipi,Fiyat,Şehir,Binanın_Kat_Sayısı,Kullanım_Durumu,Yatırıma_Uygunluk,Takas,Tapu_Durumu,Banyo_Sayısı
20,22.0,1.0,Bahçe Katı,Eşyalı,5-10,Merkezi Doğalgaz,615000.0,isparta,3,Kiracı Oturuyor,Bilinmiyor,Yok,,1.0
50,60.0,2.0,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1300000.0,isparta,3,Boş,Bilinmiyor,Var,,1.0
35,40.0,3.0,Yüksek Giriş,,5-10,Merkezi Doğalgaz,1300000.0,isparta,3,Kiracı Oturuyor,,,,1.0
55,60.0,3.0,2.Kat,Eşyalı,5-10,Kombi Doğalgaz,1600000.0,isparta,3,Boş,Uygun,Yok,Kat Mülkiyeti,1.0
15,20.0,,2.Kat,,5-10,Kombi Doğalgaz,715000.0,isparta,3,Boş,,,,1.0
25,30.0,1.0,Çatı Katı,,5-10,Merkezi (Pay Ölçer),550000.0,isparta,4,Boş,,,,1.0
70,75.0,3.0,3.Kat,,5-10,Kombi Doğalgaz,1650000.0,isparta,5,Boş,,,,1.0
85,90.0,3.0,Çatı Katı,,5-10,Kombi Doğalgaz,1900000.0,isparta,5,Boş,,,,1.0
75,80.0,2.0,2.Kat,,4,Yerden Isıtma,2590000.0,isparta,15,Boş,,,,1.0
110,115.0,3.0,3.Kat,,5-10,Kombi Doğalgaz,2400000.0,isparta,5,Boş,,,,1.0
25,32.0,1.0,3.Kat,Eşyalı,4,Kombi Doğalgaz,545000.0,isparta,5,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,1.0
45,50.0,3.0,2.Kat,,5-10,Merkezi Doğalgaz,1395000.0,isparta,3,Boş,Bilinmiyor,Var,,1.0
80,110.0,3.0,3.Kat,,4,Kombi Doğalgaz,1700000.0,isparta,4,Boş,Bilinmiyor,Yok,Bilinmiyor,1.0
110,135.0,4.0,2.Kat,,5-10,Kombi Doğalgaz,2350000.0,isparta,6,Boş,Bilinmiyor,Yok,Bilinmiyor,1.0
115,125.0,3.0,1.Kat,,5-10,Kombi Doğalgaz,3250000.0,isparta,6,Boş,Bilinmiyor,Yok,,1.0
145,155.0,4.0,2.Kat,,0 (Yeni),Kombi Doğalgaz,2600000.0,isparta,2,Boş,,,,1.0
90,100.0,3.0,3.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2200000.0,isparta,3,Boş,Bilinmiyor,Yok,,1.0
160,170.0,4.0,1.Kat,,0 (Yeni),Kombi Doğalgaz,2650000.0,isparta,5,Boş,,,,1.0
50,55.0,3.0,1.Kat,,4,Merkezi Doğalgaz,1220000.0,isparta,3,Kiracı Oturuyor,,,,1.0
99,100.0,,,,21 Ve Üzeri,Merkezi Doğalgaz,4300000.0,isparta,2,Boş,Bilinmiyor,Yok,,6.0
60,65.0,3.0,2.Kat,Eşyalı,4,Kombi Doğalgaz,1500000.0,isparta,4,Kiracı Oturuyor,Uygun,Yok,Kat Mülkiyeti,1.0
117,130.0,4.0,2.Kat,Boş,16-20,Kombi Doğalgaz,1850000.0,isparta,3,Kiracı Oturuyor,Bilinmiyor,Var,Müstakil Tapulu,1.0
40,50.0,2.0,Yüksek Giriş,Eşyalı,4,Merkezi Doğalgaz,1250000.0,isparta,4,Boş,Bilinmiyor,Var,,1.0
160,172.0,4.0,1.Kat,Boş,5-10,Kombi Doğalgaz,3180000.0,isparta,4,Boş,Bilinmiyor,Yok,,2.0
80,90.0,3.0,5.Kat,Boş,5-10,Kombi Doğalgaz,1140000.0,isparta,5,Boş,Bilinmiyor,Var,,1.0
130,155.0,4.0,9.Kat,,0 (Yeni),Doğalgaz Sobalı,2800000.0,isparta,9,Boş,Uygun,,,2.0
45,50.0,3.0,2.Kat,Eşyalı,5-10,Merkezi Doğalgaz,1200000.0,isparta,4,Kiracı Oturuyor,Uygun,,Kat Mülkiyeti,1.0
90,105.0,3.0,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2400000.0,isparta,3,Boş,Uygun,Yok,Kat Mülkiyeti,2.0
135,152.0,4.0,1.Kat,Boş,3,Kombi Doğalgaz,4950000.0,isparta,4,Boş,Uygun,,Kat Mülkiyeti,1.0
100,110.0,4.0,4.Kat,,21 Ve Üzeri,Merkezi Doğalgaz,2185000.0,isparta,5,Boş,,,,1.0
70,75.0,3.0,2.Kat,,5-10,Merkezi Doğalgaz,1350000.0,isparta,4,Boş,,,,1.0
145,195.0,5.0,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,3800000.0,isparta,6,Boş,Uygun,Yok,Kat Mülkiyeti,2.0
40,45.0,3.0,Bahçe Katı,,5-10,Merkezi Doğalgaz,1150000.0,isparta,4,Kiracı Oturuyor,Uygun,Yok,Kat Mülkiyeti,1.0
118,145.0,4.0,4.Kat,,11-15,Doğalgaz Sobalı,1950000.0,isparta,4,Boş,,,,1.0
140,150.0,4.0,2.Kat,Boş,11-15,Kombi Doğalgaz,3100000.0,isparta,5,Mülk Sahibi Oturuyor,Uygun,Yok,Müstakil Tapulu,1.0
35,40.0,2.0,3.Kat,,5-10,Kombi Doğalgaz,1000000.0,isparta,3,Boş,,,,1.0
35,40.0,2.0,Bahçe Katı,,5-10,Merkezi Doğalgaz,810000.0,isparta,3,Boş,,,,1.0
90,110.0,4.0,,Boş,11-15,Sobalı,2150000.0,isparta,1,Boş,Bilinmiyor,Yok,Müstakil Tapulu,1.0
155,180.0,4.0,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,3100000.0,isparta,6,Boş,Bilinmiyor,Var,,2.0
100,110.0,3.0,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1775000.0,isparta,3,Boş,Bilinmiyor,Var,,1.0
120,150.0,9.0,,,11-15,Kombi Doğalgaz,9250000.0,isparta,3,Mülk Sahibi Oturuyor,,,,3.0
150,165.0,4.0,3.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2740000.0,isparta,6,Boş,Uygun,Yok,Kat Mülkiyeti,1.0
35,40.0,3.0,Bahçe Katı,,5-10,Merkezi Doğalgaz,910000.0,isparta,3,Kiracı Oturuyor,,,,1.0
99,100.0,4.0,Yüksek Giriş,Boş,0 (Yeni),Kombi Doğalgaz,2750000.0,isparta,7,Boş,Bilinmiyor,Yok,Müstakil Tapulu,1.0
150,160.0,4.0,6.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,1980000.0,isparta,6,Boş,Bilinmiyor,Var,Müstakil Tapulu,1.0
75,80.0,3.0,4.Kat,,5-10,Merkezi Doğalgaz,1325000.0,isparta,4,Boş,,,,1.0
140,165.0,4.0,,Eşyalı,21 Ve Üzeri,Kombi Doğalgaz,6100000.0,isparta,1,Mülk Sahibi Oturuyor,Uygun,Yok,Kat Mülkiyeti,1.0
135,145.0,4.0,4.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,2250000.0,isparta,4,Boş,Bilinmiyor,,Kat Mülkiyeti,1.0
80,90.0,3.0,Yüksek Giriş,Boş,16-20,Kombi Doğalgaz,1950000.0,isparta,4,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,1.0
80,90.0,3.0,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2900000.0,isparta,11,Boş,Bilinmiyor,Yok,,1.0
50,65.0,2.0,Yüksek Giriş,Boş,0 (Yeni),Kombi Doğalgaz,1765000.0,isparta,2,Boş,Bilinmiyor,Var,,1.0
110,140.0,3.0,Müstakil,Boş,5-10,Kombi Doğalgaz,2525000.0,isparta,1,Mülk Sahibi Oturuyor,Bilinmiyor,Var,Bilinmiyor,1.0
40,45.0,3.0,1.Kat,Eşyalı,5-10,Merkezi Doğalgaz,1350000.0,isparta,3,Kiracı Oturuyor,Bilinmiyor,Yok,,1.0
35,38.0,2.0,Çatı Katı,Eşyalı,5-10,Merkezi Doğalgaz,650000.0,isparta,5,Mülk Sahibi Oturuyor,,Var,Kat Mülkiyeti,1.0
120,135.0,4.0,2.Kat,,4,Kombi Doğalgaz,3000000.0,isparta,5,Kiracı Oturuyor,Bilinmiyor,Yok,,2.0
290,320.0,6.0,4.Kat,Boş,5-10,Merkezi (Pay Ölçer),4950000.0,isparta,4,Mülk Sahibi Oturuyor,Bilinmiyor,Var,,2.0
45,50.0,3.0,1.Kat,Eşyalı,4,Merkezi Doğalgaz,1280000.0,isparta,2,Kiracı Oturuyor,Bilinmiyor,Var,,1.0
22,30.0,1.0,Çatı Katı,Eşyalı,4,Merkezi Doğalgaz,530000.0,isparta,2,Kiracı Oturuyor,Bilinmiyor,Var,,1.0
118,135.0,4.0,5.Kat,,21 Ve Üzeri,Merkezi Doğalgaz,1700000.0,isparta,5,Boş,,,,1.0
120,125.0,4.0,5.Kat,,21 Ve Üzeri,Kombi Doğalgaz,2150000.0,isparta,5,Boş,,,,1.0
100,120.0,3.0,Düz Giriş (Zemin),Boş,0 (Yeni),Kombi Doğalgaz,1500000.0,isparta,4,Boş,Bilinmiyor,Var,,1.0
125,145.0,4.0,1.Kat,Boş,5-10,Kombi Doğalgaz,2600000.0,isparta,3,Boş,Bilinmiyor,Var,,1.0
115,120.0,4.0,3.Kat,,21 Ve Üzeri,Kombi Doğalgaz,2150000.0,isparta,5,Mülk Sahibi Oturuyor,,,,1.0
80,81.0,3.0,,Boş,0 (Yeni),Sobalı,1600000.0,isparta,1,Boş,Bilinmiyor,Var,Müstakil Tapulu,1.0
110,143.0,4.0,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,3600000.0,isparta,5,Boş,Bilinmiyor,Yok,,2.0
170,185.0,4.0,Kot 4 (-4).Kat,,5-10,Kombi Doğalgaz,5950000.0,isparta,4,Kiracı Oturuyor,,,Kat Mülkiyeti,1.0
600,700.0,,,,11-15,Kat Kaloriferi,18000000.0,isparta,3,Boş,,,,2.0
240,255.0,6.0,,Boş,21 Ve Üzeri,Kombi Doğalgaz,2950000.0,isparta,3,Boş,Bilinmiyor,Yok,Müstakil Tapulu,3.0
83,95.0,3.0,6.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2180000.0,isparta,6,Boş,Uygun,,,1.0
125,145.0,4.0,7.Kat,,0 (Yeni),Merkezi Doğalgaz,2830000.0,isparta,8,Boş,,,,1.0
290,320.0,6.0,4.Kat,,5-10,Merkezi (Pay Ölçer),4950000.0,isparta,4,Mülk Sahibi Oturuyor,Bilinmiyor,Var,,2.0
24,30.0,1.0,2.Kat,Boş,16-20,Merkezi Doğalgaz,685000.0,isparta,2,Boş,,Yok,Kat Mülkiyeti,1.0
145,170.0,4.0,4.Kat,Boş,16-20,Kombi Doğalgaz,2900000.0,isparta,6,Kiracı Oturuyor,Bilinmiyor,Yok,,1.0
150,180.0,4.0,,,0 (Yeni),Yerden Isıtma,7000000.0,isparta,2,Boş,,,,2.0
50,60.0,3.0,1.Kat,Eşyalı,3,Kombi Doğalgaz,1820000.0,isparta,3,Kiracı Oturuyor,Bilinmiyor,Yok,,2.0
40,45.0,2.0,2.Kat,Eşyalı,5-10,Merkezi Doğalgaz,1250000.0,isparta,3,Kiracı Oturuyor,Bilinmiyor,Yok,Müstakil Tapulu,1.0
100,120.0,3.0,Bahçe Katı,,21 Ve Üzeri,Kombi Doğalgaz,1250000.0,isparta,3,Kiracı Oturuyor,,,Kat İrtifakı,1.0
80,100.0,4.0,2.Kat,Eşyalı,0 (Yeni),Yerden Isıtma,2880000.0,isparta,3,Mülk Sahibi Oturuyor,,Var,,1.0
40,45.0,3.0,Bahçe Katı,,5-10,Merkezi Doğalgaz,910000.0,isparta,6,Kiracı Oturuyor,,,,1.0
45,50.0,2.0,7.Kat,Eşyalı,5-10,Yerden Isıtma,1475000.0,isparta,10,Kiracı Oturuyor,Bilinmiyor,Yok,,1.0
45,50.0,3.0,Yüksek Giriş,Eşyalı,5-10,Merkezi Doğalgaz,1675000.0,isparta,3,Kiracı Oturuyor,Bilinmiyor,Var,,2.0
45,50.0,3.0,3.Kat,Eşyalı,4,Merkezi Doğalgaz,1600000.0,isparta,6,Boş,Bilinmiyor,Var,,1.0
120,135.0,4.0,4.Kat,,21 Ve Üzeri,Kombi Doğalgaz,2550000.0,isparta,4,Boş,Bilinmiyor,Yok,,1.0
161,171.0,4.0,1.Kat,Boş,1,Yerden Isıtma,4000000.0,isparta,6,Mülk Sahibi Oturuyor,Uygun,Var,Kat Mülkiyeti,2.0
30,32.0,1.0,Bahçe Katı,Eşyalı,5-10,Merkezi Doğalgaz,675000.0,isparta,4,Boş,Uygun,,Kat Mülkiyeti,1.0
135,145.0,4.0,3.Kat,Boş,16-20,Kombi Doğalgaz,2850000.0,isparta,4,Boş,Bilinmiyor,Var,,1.0
125,135.0,4.0,5.Kat,Boş,21 Ve Üzeri,Merkezi (Pay Ölçer),1480000.0,isparta,5,Mülk Sahibi Oturuyor,,Yok,,1.0
145,160.0,4.0,Yüksek Giriş,Boş,11-15,Kombi Doğalgaz,2500000.0,isparta,6,Boş,Bilinmiyor,Var,,1.0
80,95.0,3.0,,Boş,5-10,Doğalgaz Sobalı,3525000.0,isparta,3,Boş,Bilinmiyor,Var,,1.0
100,110.0,4.0,2.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,2524000.0,isparta,5,Boş,Uygun,Var,Kat Mülkiyeti,1.0
130,150.0,4.0,6.Kat,Boş,4,Doğalgaz Sobalı,2850000.0,isparta,8,Boş,,,,1.0
140,155.0,4.5,3.Kat,Boş,4,Kombi Doğalgaz,3450000.0,isparta,10,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,2.0
35,40.0,2.0,3.Kat,Eşyalı,5-10,Merkezi (Pay Ölçer),1050000.0,isparta,3,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,1.0
45,55.0,3.0,Yüksek Giriş,,5-10,Merkezi Doğalgaz,1850000.0,isparta,3,Kiracı Oturuyor,,,,1.0
150,180.0,4.0,1.Kat,Boş,5-10,Kombi Doğalgaz,3200000.0,isparta,6,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,2.0
100,115.0,4.0,2.Kat,,11-15,Merkezi Doğalgaz,2300000.0,isparta,3,Boş,,,,1.0
85,95.0,3.0,1.Kat,Boş,11-15,Kombi Doğalgaz,2000000.0,isparta,6,Mülk Sahibi Oturuyor,,,Kat Mülkiyeti,1.0
100,198.0,4.0,,,21 Ve Üzeri,Kombi Doğalgaz,2150000.0,isparta,1,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,Müstakil Tapulu,1.0
96,110.0,3.0,3.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2500000.0,isparta,5,Mülk Sahibi Oturuyor,Bilinmiyor,Var,,1.0
35,40.0,3.0,2.Kat,Eşyalı,21 Ve Üzeri,Merkezi Doğalgaz,875000.0,isparta,3,Boş,Bilinmiyor,Yok,,1.0
50,55.0,2.0,Yüksek Giriş,,4,Merkezi Doğalgaz,1500000.0,isparta,4,Boş,,,,1.0
110,135.0,4.0,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2150000.0,isparta,5,Boş,,,Kat Mülkiyeti,1.0
39,45.0,3.0,1.Kat,,5-10,Merkezi Doğalgaz,1250000.0,isparta,4,Kiracı Oturuyor,,,,1.0
135,150.0,4.0,Yüksek Giriş,Boş,0 (Yeni),Kombi Doğalgaz,3300000.0,isparta,5,Boş,Bilinmiyor,Yok,,2.0
160,175.0,4.0,4.Kat,Boş,0 (Yeni),Merkezi Doğalgaz,3000000.0,isparta,4,Boş,Uygun,Var,Kat Mülkiyeti,2.0
110,120.0,3.0,2.Kat,,0 (Yeni),Klimalı,2800000.0,isparta,4,Boş,Uygun,Var,,1.0
135,143.0,4.0,Yüksek Giriş,Eşyalı,21 Ve Üzeri,Kombi Doğalgaz,1900000.0,isparta,4,Boş,Uygun,Yok,Kat Mülkiyeti,1.0
130,140.0,4.0,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2430000.0,isparta,5,Boş,Uygun,Yok,,1.0
450,495.0,,,Boş,11-15,Kombi Doğalgaz,9850000.0,isparta,3,Boş,Uygun,Yok,Kat Mülkiyeti,3.0
125,140.0,4.0,2.Kat,,3,Doğalgaz Sobalı,3000000.0,isparta,4,Boş,,,,1.0
55,60.0,2.0,Bahçe Katı,,5-10,Doğalgaz Sobalı,850000.0,isparta,1,Boş,,,,1.0
50,55.0,3.0,2.Kat,Eşyalı,5-10,Merkezi Doğalgaz,1100000.0,isparta,3,Kiracı Oturuyor,Bilinmiyor,Yok,,1.0
45,52.0,2.0,Düz Giriş (Zemin),Boş,0 (Yeni),Kombi Doğalgaz,1795000.0,isparta,2,Boş,Uygun,Yok,Kat Mülkiyeti,1.0
50,70.0,2.0,Çatı Katı,,5-10,Doğalgaz Sobalı,900000.0,isparta,5,Boş,,,,1.0
250,300.0,4.0,,,5-10,Kombi Doğalgaz,6900000.0,isparta,2,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,2.0
165,195.0,5.0,4.Kat,,0 (Yeni),Kombi Doğalgaz,4450000.0,isparta,7,Boş,Bilinmiyor,Var,,2.0
200,230.0,5.0,7.Kat,Boş,5-10,Kombi Doğalgaz,3800000.0,isparta,8,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,2.0
150,165.0,4.0,5.Kat,Boş,0 (Yeni),Kombi Doğalgaz,4350000.0,isparta,6,Boş,Bilinmiyor,Yok,,2.0
520,521.0,,,,11-15,Kombi Doğalgaz,8900000.0,isparta,4,Boş,Bilinmiyor,Yok,,6.0
224,225.0,,,,5-10,Kombi Doğalgaz,12500000.0,isparta,4,Boş,Bilinmiyor,Yok,,6.0
250,470.0,4.0,,Boş,21 Ve Üzeri,Sobalı,4500000.0,isparta,2,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,Müstakil Tapulu,1.0
95,100.0,3.0,4.Kat,Boş,16-20,Kombi Doğalgaz,1750000.0,isparta,4,Boş,Uygun,Var,Kat Mülkiyeti,1.0
116,117.0,,,,21 Ve Üzeri,Isıtma Yok,425000.0,isparta,1,Boş,Bilinmiyor,Yok,Hisseli Tapu,6.0
184,185.0,5.0,,,21 Ve Üzeri,Kat Kaloriferi,735000.0,isparta,2,Boş,Uygun,Yok,Müstakil Tapulu,6.0
48,50.0,3.0,Çatı Katı,Eşyalı,5-10,Kombi Doğalgaz,800000.0,isparta,2,Boş,Uygun,,Kat Mülkiyeti,1.0
44,45.0,,,,4,Yerden Isıtma,9550000.0,isparta,4,Boş,Bilinmiyor,Yok,,6.0
150,165.0,4.0,4.Kat,Boş,5-10,Kombi Doğalgaz,3000000.0,isparta,5,Kiracı Oturuyor,Bilinmiyor,Yok,Müstakil Tapulu,1.0
75,100.0,3.0,5.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2200000.0,isparta,5,Boş,Uygun,Yok,Kat Mülkiyeti,1.0
155,165.0,4.5,2.Kat,,1,Kombi Doğalgaz,4550000.0,isparta,4,Mülk Sahibi Oturuyor,,,,2.0
130,145.0,4.0,1.Kat,,1,Kombi Doğalgaz,3500000.0,isparta,5,Kiracı Oturuyor,Uygun,Yok,Kat Mülkiyeti,2.0
270,320.0,6.0,,Boş,16-20,Kombi Doğalgaz,7550000.0,isparta,3,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,Müstakil Tapulu,3.0
49,50.0,,,,5-10,Merkezi Doğalgaz,22500000.0,isparta,4,Boş,Bilinmiyor,Var,,6.0
70,80.0,3.0,Yüksek Giriş,Boş,0 (Yeni),Yerden Isıtma,2100000.0,isparta,3,Mülk Sahibi Oturuyor,Bilinmiyor,Var,,1.0
200,220.0,7.0,,Boş,1,Kombi Doğalgaz,2750000.0,isparta,2,Mülk Sahibi Oturuyor,Bilinmiyor,Var,,2.0
50,58.0,3.0,2.Kat,,5-10,Diğer,1250000.0,isparta,3,Boş,,,,1.0
50,52.0,2.0,2.Kat,Eşyalı,5-10,Kombi Doğalgaz,1320000.0,isparta,5,Kiracı Oturuyor,Uygun,Var,,1.0
115,135.0,4.0,5.Kat,,21 Ve Üzeri,Merkezi Doğalgaz,1700000.0,isparta,5,Boş,Uygun,Yok,Kat Mülkiyeti,1.0
45,50.0,3.0,Bahçe Katı,Eşyalı,5-10,Merkezi Doğalgaz,1050000.0,isparta,3,Kiracı Oturuyor,Bilinmiyor,Yok,,1.0
20,22.0,1.0,Bahçe Katı,Eşyalı,5-10,Merkezi Doğalgaz,530000.0,isparta,3,Boş,Bilinmiyor,Yok,,1.0
44,55.0,2.0,2.Kat,Eşyalı,5-10,Kombi Doğalgaz,1310000.0,isparta,5,Boş,Uygun,Var,Kat Mülkiyeti,1.0
145,165.0,4.0,7.Kat,,0 (Yeni),Merkezi Doğalgaz,3050000.0,isparta,14,Boş,,,,2.0
50,55.0,6.0,Düz Giriş (Zemin),,5-10,Merkezi Doğalgaz,1850000.0,isparta,5,Boş,,,,2.0
150,160.0,4.0,5.Kat,Boş,5-10,Kombi Doğalgaz,2850000.0,isparta,9,Kiracı Oturuyor,Uygun,Var,Kat Mülkiyeti,1.0
65,90.0,2.0,,Eşyalı,0 (Yeni),Klimalı,3500000.0,isparta,2,Boş,Uygun,,,2.0
110,130.0,4.0,4.Kat,,0 (Yeni),Kombi Doğalgaz,2400000.0,isparta,4,Boş,Uygun,Var,Kat Mülkiyeti,1.0
46,55.0,2.0,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1450000.0,isparta,3,Boş,Uygun,,,1.0
120,130.0,4.0,,,21 Ve Üzeri,Kombi Doğalgaz,3450000.0,isparta,3,Mülk Sahibi Oturuyor,,,,1.0
42,45.0,3.0,Çatı Katı,Eşyalı,5-10,Merkezi Doğalgaz,745000.0,isparta,3,Kiracı Oturuyor,Uygun,Var,Kat Mülkiyeti,1.0
132,155.0,4.0,5.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,2250000.0,isparta,5,Boş,Uygun,Var,Kat Mülkiyeti,1.0
100,210.0,3.0,,Boş,21 Ve Üzeri,Sobalı,2950000.0,isparta,2,Kiracı Oturuyor,Uygun,,Kat Mülkiyeti,1.0
55,60.0,3.0,1.Kat,,3,Kombi Doğalgaz,1549000.0,isparta,3,Boş,Uygun,,,1.0
95,100.0,3.0,1.Kat,Boş,5-10,Merkezi Doğalgaz,975000.0,isparta,5,Boş,Uygun,Var,Kat Mülkiyeti,1.0
45,48.0,2.0,4.Kat,Boş,3,Kombi Doğalgaz,1250000.0,isparta,7,Boş,Uygun,Yok,Kat Mülkiyeti,1.0
180,200.0,5.0,1.Kat,,5-10,Kombi Doğalgaz,3750000.0,isparta,5,Kiracı Oturuyor,Uygun,Yok,Kat Mülkiyeti,2.0
95,110.0,3.0,Bahçe Katı,Boş,16-20,Kombi Doğalgaz,1450000.0,isparta,4,Kiracı Oturuyor,Uygun,Yok,Kat Mülkiyeti,1.0
125,150.0,4.0,2.Kat,Boş,11-15,Kombi Doğalgaz,2350000.0,isparta,5,Kiracı Oturuyor,Bilinmiyor,Yok,,1.0
50,58.0,3.0,2.Kat,Eşyalı,5-10,Merkezi Doğalgaz,1430000.0,isparta,4,Kiracı Oturuyor,Uygun,Yok,Kat Mülkiyeti,1.0
115,135.0,4.0,5.Kat,Boş,21 Ve Üzeri,Merkezi Doğalgaz,1699000.0,isparta,5,Boş,Uygun,Yok,Kat Mülkiyeti,1.0
260,1793.0,5.0,,Boş,5-10,Sobalı,13150000.0,isparta,3,Mülk Sahibi Oturuyor,Uygun,Var,Arsa Tapulu,2.0
200,390.0,5.0,,Boş,11-15,Kombi Doğalgaz,7000000.0,isparta,1,Mülk Sahibi Oturuyor,Uygun,Yok,Kat Mülkiyeti,1.0
90,110.0,3.0,3.Kat,Boş,0 (Yeni),Yerden Isıtma,2350000.0,isparta,3,Boş,Uygun,Yok,Kat Mülkiyeti,2.0
90,100.0,3.0,,Boş,16-20,Kombi Doğalgaz,4750000.0,isparta,3,Mülk Sahibi Oturuyor,Uygun,Yok,,1.0
130,280.0,5.0,,Boş,21 Ve Üzeri,Kombi Doğalgaz,3250000.0,isparta,3,Boş,Bilinmiyor,Yok,,2.0
130,155.0,4.0,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2700000.0,isparta,6,Boş,Bilinmiyor,Var,,1.0
270,320.0,6.0,4.Kat,Boş,0 (Yeni),Kombi Doğalgaz,7500000.0,isparta,4,Boş,Bilinmiyor,Yok,,2.0
140,155.0,4.0,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2700000.0,isparta,6,Boş,Uygun,Var,Kat Mülkiyeti,1.0
55,65.0,3.0,Bahçe Katı,,4,Kombi Doğalgaz,1750000.0,isparta,3,Boş,,,,1.0
42,44.0,3.0,Bahçe Katı,Eşyalı,2,Merkezi Doğalgaz,960000.0,isparta,5,Kiracı Oturuyor,Uygun,Yok,Kat Mülkiyeti,2.0
45,50.0,2.0,1.Kat,,5-10,Merkezi Doğalgaz,1550000.0,isparta,3,Boş,,,,1.0
135,165.0,,Villa Tipi,,21 Ve Üzeri,Merkezi Doğalgaz,4750000.0,isparta,3,Mülk Sahibi Oturuyor,,,,2.0
110,125.0,4.0,4.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,1850000.0,isparta,4,Kiracı Oturuyor,Bilinmiyor,Var,,1.0
80,90.0,4.0,2.Kat,Eşyalı,4,Kombi Doğalgaz,1650000.0,isparta,3,Boş,,,Kat Mülkiyeti,1.0
110,120.0,3.0,3.Kat,Boş,0 (Yeni),Kombi Doğalgaz,3100000.0,isparta,6,Boş,Bilinmiyor,Yok,,1.0
100,260.0,4.0,,Boş,21 Ve Üzeri,Kombi Doğalgaz,3850000.0,isparta,2,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,1.0
38,45.0,2.0,2.Kat,Eşyalı,5-10,Merkezi Doğalgaz,1300000.0,isparta,5,Kiracı Oturuyor,Uygun,Yok,Kat Mülkiyeti,1.0
45,48.0,2.0,3.Kat,,3,Kombi Doğalgaz,1475000.0,isparta,7,Boş,Uygun,Yok,Kat Mülkiyeti,1.0
155,175.0,4.0,5.Kat,,3,Kombi Doğalgaz,3250000.0,isparta,5,Boş,,,,1.0
50,55.0,2.0,Düz Giriş (Zemin),,21 Ve Üzeri,Kombi Doğalgaz,4100000.0,isparta,2,Boş,,Var,Kat Mülkiyeti,1.0
140,150.0,4.0,1.Kat,Boş,16-20,Kombi Doğalgaz,3000000.0,isparta,5,Boş,Uygun,Var,Kat Mülkiyeti,1.0
50,55.0,3.0,Yüksek Giriş,Eşyalı,4,Kombi Doğalgaz,1150000.0,isparta,4,Kiracı Oturuyor,Uygun,Yok,Kat Mülkiyeti,1.0
45,55.0,2.0,1.Kat,,5-10,Kombi Doğalgaz,1550000.0,isparta,5,Boş,,,,1.0
60,70.0,3.0,1.Kat,Eşyalı,11-15,Kombi Doğalgaz,1350000.0,isparta,3,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,1.0
340,390.0,8.0,,Boş,0 (Yeni),Kombi Doğalgaz,22000000.0,istanbul,3,Boş,Uygun,,Kat Mülkiyeti,4.0
260,303.0,6.0,,Boş,0 (Yeni),Kombi Doğalgaz,19000000.0,istanbul,3,Boş,Uygun,,Kat Mülkiyeti,6.0
102,103.0,3.0,,,21 Ve Üzeri,Kombi Doğalgaz,20000000.0,istanbul,4,Kiracı Oturuyor,Uygun,,,1.0
70,80.0,3.0,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2750000.0,istanbul,5,Boş,Uygun,Yok,Kat Mülkiyeti,1.0
80,85.0,3.0,3.Kat,,21 Ve Üzeri,Kombi Doğalgaz,1150000.0,istanbul,6,Kiracı Oturuyor,,,,1.0
